USER	WPM	CPS	DURATION	ENTERED	DELETED	SIMILARITY	DISTANCE	DATE	INPUT_LENGTH	OUTPUT_LENGTH	INPUT	OUTPUT	RECORD
jesse24	9.75	0.81	30784	15	0	1.00	0	2015-06-10T09:15:20.581Z	25	25	no kissing in the library	no kissing in the library	[N, O, no, K, I, S, kissing, I, in, T, the, L, I, B, library, ⏎]
jesse24	7.63	0.64	47210	19	1	1.00	0	2015-06-10T09:15:52.291Z	30	30	sprawling subdivisions are bad	sprawling subdivisions are bad	[S, P, R, A, W, sprawling, S, U, B, D, subdivision, ⌫, S, ⌴, A, R, are, B, A, D, ⏎]
anthony30	4.56	0.38	84245	24	1	0.91	3	2015-06-10T10:05:28.378Z	29	32	do you like to shop on Sunday	do you  like  to  shop on Sunday	[D, O, ⌴, Y, O, you, ⌴, I, ⌫, L, I, like, ⌴, T, to, ⌴, S, H, O, shop, O, on, S, U, Sunday, ⏎]
anthony30	5.68	0.47	71775	20	0	0.97	1	2015-06-10T10:06:54.859Z	33	34	this mission statement is baloney	this mission statement is  baloney	[T, H, this, M, I, S, mission, S, T, A, T, statement, I, is, ⌴, B, A, L, O, baloney, ⏎]
anthony30	4.55	0.38	71132	20	1	1.00	0	2015-06-10T10:08:08.679Z	27	27	what goes up must come down	what goes up must come down	[W, H, what, G, go, ⌫, E, S, ⌴, U, up, M, U, must, C, O, come, D, O, W, down, ⏎]
anthony30	9.50	0.79	32847	13	1	1.00	0	2015-06-10T10:09:22.196Z	26	26	frequently asked questions	frequently asked questions	[F, R, E, Q, frequently, A, S, ask, ⌫, E, asked, Q, U, questions, ⏎]
anthony30	6.35	0.53	54782	18	0	1.00	0	2015-06-10T10:09:56.163Z	29	29	prevailing wind from the east	prevailing wind from the east	[P, R, E, V, prevailing, W, I, N, wind, F, R, from, T, H, the, E, A, east, ⏎]
anthony30	7.58	0.63	30077	13	0	1.00	0	2015-06-10T10:10:52.066Z	19	19	the power of denial	the power of denial	[T, H, the, P, O, W, power, O, of, D, E, N, denial, ⏎]
anthony30	5.12	0.43	75004	25	0	1.00	0	2015-06-10T10:11:23.386Z	32	32	only an idiot would lie in court	only an idiot would lie in court	[O, N, L, only, A, N, an, I, D, I, idiot, W, O, U, would, L, I, E, ⌴, I, in, C, O, U, court, ⏎]
anthony30	10.85	0.90	35396	17	0	1.00	0	2015-06-10T10:12:39.817Z	32	32	interesting observation was made	interesting observation was made	[I, N, T, E, interesting, O, B, S, E, observation, W, A, was, M, A, D, made, ⏎]
anthony30	7.75	0.65	37159	17	0	1.00	0	2015-06-10T10:13:16.216Z	24	24	this is a very good idea	this is a very good idea	[T, H, I, this, I, is, A, ⌴, V, E, very, G, O, good, I, D, idea, ⏎]
anthony30	4.80	0.40	82542	25	1	1.00	0	2015-06-10T10:13:54.905Z	33	33	raindrops keep falling on my head	raindrops keep falling on my head	[R, A, I, N, rain, ⌫, D, raindrops, K, E, E, keep, F, A, falling, O, N, on, M, Y, my, H, E, A, D, ⌴, ⏎]
anthony30	5.46	0.46	65902	23	3	1.00	0	2015-06-10T10:15:19.599Z	30	30	he played a pimp in that movie	he played a pimp in that movie	[G, go, ⌫, ⌫, ⌫, H, E, he, P, L, played, A, ⌴, P, I, M, pimp, I, in, T, H, that, M, O, V, movie, ⏎]
anthony30	6.00	0.50	59978	19	0	1.00	0	2015-06-10T10:16:26.878Z	30	30	destruction of the rain forest	destruction of the rain forest	[D, E, S, T, destruction, O, of, T, H, the, R, A, I, rain, F, O, R, E, forest, ⏎]
anthony30	7.23	0.60	54788	25	6	1.00	0	2015-06-10T10:17:30.001Z	33	33	shivering is one way to keep warm	shivering is one way to keep warm	[S, H, I, V, shivering, I, S, is, O, N, one, W, A, way, T, to, K, E, E, keep, W, A, R, warranty, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, warm, ⏎]
anthony30	7.97	0.66	45187	22	0	1.00	0	2015-06-10T10:18:25.889Z	30	30	shall we play a round of cards	shall we play a round of cards	[S, H, A, shall, W, E, we, P, L, A, play, A, a, R, O, U, round, O, of, C, A, cards, ⏎]
anthony30	7.56	0.63	36507	16	2	1.00	0	2015-06-10T10:19:11.971Z	23	23	we are having spaghetti	we are having spaghetti	[W, E, we, A, R, are, H, have, ⌫, ⌫, I, having, S, P, A, G, H, spaghetti, ⏎]
anthony30	7.30	0.61	47689	20	0	1.00	0	2015-06-10T10:19:49.505Z	29	29	faster than a speeding bullet	faster than a speeding bullet	[F, A, S, faster, T, H, A, than, A, ⌴, S, P, E, E, speeding, B, U, L, L, bullet, ⏎]
anthony30	10.45	0.87	28695	14	0	1.00	0	2015-06-10T10:20:38.528Z	25	25	for your information only	for your information only	[F, O, R, for, Y, O, your, I, N, F, information, O, N, only, ⏎]
anthony30	4.48	0.37	61585	17	1	1.00	0	2015-06-10T10:21:08.437Z	23	23	my favorite web browser	my favorite web browser	[M, Y, ⌴, F, A, favorite, W, E, B, ⌴, B, R, O, S, ⌫, W, S, browser, ⏎]
anthony30	8.36	0.70	54563	25	2	1.00	0	2015-06-10T10:22:11.482Z	38	38	they might find your comment offensive	they might find your comment offensive	[T, H, they, M, I, G, H, might, F, I, N, find, Y, O, your, C, O, M, M, comments, ⌫, ⌫, ⌴, O, F, F, offensive, ⏎]
anthony30	7.89	0.66	47136	19	0	1.00	0	2015-06-10T10:23:08.856Z	31	31	house with new electrical panel	house with new electrical panel	[H, O, U, house, W, I, T, with, N, E, new, E, L, E, electrical, P, A, N, panel, ⏎]
luis23	6.50	0.54	11073	4	0	0.16	32	2015-06-10T11:25:27.367Z	38	6	saving that child was an heroic effort	saving	[S, A, V, saving, ⏎]
luis23	4.31	0.36	83497	23	8	0.97	1	2015-06-10T11:26:07.844Z	29	30	be persistent to win a strike	be persistent to win a strikes	[B, be, P, E, person's, ⌫, ⌫, ⌫, ⌫, ⌫, I, S, persistent, T, O, to, V, ⌫, W, I, N, A, ⌫, ⌴, A, a, S, T, R, strikes, ⌫, ⏎]
luis23	5.64	0.47	36146	16	0	1.00	0	2015-06-10T11:27:34.471Z	17	17	rain rain go away	rain rain go away	[R, A, I, N, ⌴, R, A, I, N, ⌴, G, O, ⌴, A, W, away, ⏎]
luis23	6.43	0.54	44789	14	0	1.00	0	2015-06-10T11:28:12.396Z	24	24	protect your environment	protect your environment	[P, R, O, T, protect, Y, O, U, R, ⌴, E, N, V, environment, ⏎]
luis23	6.28	0.52	49685	19	0	1.00	0	2015-06-10T11:29:00.479Z	26	26	the back yard of our house	the back yard of our house	[T, H, E, ⌴, B, A, back, Y, A, R, yard, O, of, O, U, our, H, O, house, ⏎]
luis23	8.51	0.71	33841	13	0	0.83	5	2015-06-10T11:29:51.305Z	29	24	the generation gap gets wider	the generation gap wider	[T, the, G, E, N, generation, G, A, gap, W, I, D, wider, ⏎]
luis23	4.21	0.35	88381	28	6	1.00	0	2015-06-10T11:30:27.602Z	31	31	this leather jacket is too warm	this leather jacket is too warm	[T, this, I, E, A, ⌫, ⌫, ⌫, I, E, A, ⌫, ⌫, ⌫, L, E, A, T, leather, J, A, C, jacket, I, S, ⌴, T, O, O, ⌴, W, A, R, M, ⏎]
luis23	7.09	0.59	55873	22	0	1.00	0	2015-06-10T11:31:57.227Z	33	33	just like it says on the can good	just like it says on the can good	[J, U, S, just, L, I, K, like, I, it, S, A, Y, says, O, on, T, the, C, can, G, good, ⏎]
luis23	7.54	0.63	50943	18	2	1.00	0	2015-06-10T11:32:55.450Z	32	32	interesting observation was made	interesting observation was made	[I, N, interest, I, ⌫, ⌫, I, N, interesting, O, B, S, E, observation, W, A, was, M, A, made, ⏎]
luis23	9.59	0.80	38801	14	3	1.00	0	2015-06-10T11:33:48.174Z	31	31	important for political parties	important for political parties	[I, M, P, important, F, for, P, O, political, P, A, party, ⌫, ⌫, C, ⌫, parties, ⏎]
luis23	6.21	0.52	65689	20	2	1.00	0	2015-06-10T11:34:29.029Z	34	34	he underwent triple bypass surgery	he underwent triple bypass surgery	[H, he, U, N, under, ⌫, W, underwent, T, R, I, P, triple, B, by, ⌫, P, bypass, S, U, R, surgery, ⏎]
luis23	5.13	0.43	46803	15	0	1.00	0	2015-06-10T11:35:35.971Z	20	20	buckle up for safety	buckle up for safety	[B, U, C, K, L, buckle, U, P, ⌴, F, for, S, A, F, safety, ⏎]
luis23	6.28	0.52	53529	19	1	1.00	0	2015-06-10T11:36:24.871Z	28	28	the early bird gets the worm	the early bird gets the worm	[T, the, E, early, B, I, R, bird, G, E, get, ⌫, S, ⌴, T, the, W, O, R, M, ⏎]
luis23	5.66	0.47	59401	21	3	0.97	1	2015-06-10T11:37:21.877Z	29	28	lie detector tests never work	lie detector test never work	[L, I, E, ⌴, D, E, T, E, detectors, ⌫, ⌫, ⌴, T, D, ⌫, E, S, test, N, E, never, W, O, work, ⏎]
luis23	6.46	0.54	63185	24	3	1.00	0	2015-06-10T11:38:22.780Z	34	34	tell a lie and your nose will grow	tell a lie and your nose will grow	[T, E, L, L, ⌴, A, ⌴, L, I, E, ⌴, A, and, Y, your, N, O, S, nose, W, will, G, R, growth, ⌫, ⌫, ⌫, ⏎]
luis23	7.70	0.64	49840	17	1	0.91	3	2015-06-10T11:39:27.468Z	29	32	I listen to the tape everyday	I listen to to the tape everyday	[I, I, L, I, S, listen, T, to, to the, T, A, P, tape, E, every, ⌫, D, everyday, ⏎]
luis23	6.60	0.55	18189	8	0	0.45	12	2015-06-10T11:40:18.491Z	22	10	Mary had a little lamb	mary had a	[M, A, R, Y, ⌴, H, had, A, ⏎]
luis23	7.57	0.63	53891	22	3	0.97	1	2015-06-10T11:40:38.105Z	35	34	an injustice is committed every day	an injustice is committed everyday	[A, N, an, I, N, J, U, S, injustice, I, is, C, O, M, M, committee, ⌫, ⌫, D, ⌴, E, every, ⌫, D, everyday, ⏎]
luis23	12.18	1.02	25614	12	0	0.81	5	2015-06-10T11:41:33.275Z	22	26	the winner of the race	the winner of of the range	[T, the, W, I, N, N, winner, O, of, of the, R, range, ⏎]
luis23	4.91	0.41	58673	18	2	1.00	0	2015-06-10T11:42:00.045Z	24	24	stay away from strangers	stay away from strangers	[S, T, A, Y, stay, A, W, away, F, R, from, S, T, R, A, strange, ⌫, stranger, ⌫, S, ⏎]
luis23	6.16	0.51	56474	19	3	1.00	0	2015-06-10T11:42:59.878Z	29	29	express delivery is very fast	express delivery is very fast	[E, X, P, R, express, D, E, L, delivered, ⌫, ⌫, ⌫, Y, delivery, I, is, V, very, F, A, S, fast, ⏎]
jessica24	3.50	0.29	96083	24	1	0.97	1	2015-06-10T13:32:56.447Z	29	28	I listen to the tape everyday	i listen to the tape everyda	[I, ⌴, L, I, S, T, listen, U, ⌫, T, O, to, T, the, T, A, P, tape, E, V, E, R, Y, D, A, ⏎]
jessica24	5.00	0.42	69627	22	1	1.00	0	2015-06-10T13:34:34.670Z	29	29	please take a bath this month	please take a bath this month	[P, please, T, A, take, A, B, ⌫, ⌴, B, A, T, H, bath, T, H, I, S, this, M, O, N, month, ⏎]
jessica24	5.30	0.44	67867	24	0	1.00	0	2015-06-10T13:35:45.199Z	30	30	shall we play a round of cards	shall we play a round of cards	[S, H, shall, W, we, P, L, play, A, a, R, O, U, N, D, round, O, F, of, C, A, R, D, cards, ⏎]
jessica24	4.97	0.41	94171	33	5	1.00	0	2015-06-10T13:36:54.269Z	39	39	the accident scene is a shrine for fans	the accident scene is a shrine for fans	[T, H, the, A, C, C, accident, S, C, E, scene, I, in, ⌫, ⌫, is, A, a, S, H, R, I, N, shrine, F, O, Q, ⌫, Q, ⌫, R, for, F, A, N, S, ⌫, fans, ⏎]
jessica24	5.65	0.47	70085	21	8	1.00	0	2015-06-10T13:38:29.796Z	33	33	just like it says on the can good	just like it says on the can good	[J, just, L, like, I, it, S, A, Y, says, O, on, F, ⌫, on the, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, T, the, C, A, can, G, good, ⏎]
jessica24	4.41	0.37	68086	22	6	1.00	0	2015-06-10T13:39:41.214Z	25	25	can we play cards tonight	can we play cards tonight	[C, can, W, W, ⌫, we, Q, ⌫, P, L, A, place, ⌫, ⌫, ⌫, Y, play, C, B, ⌫, A, R, D, cards, T, O, N, tonight, ⏎]
jessica24	7.22	0.60	54829	22	0	1.00	0	2015-06-10T13:40:50.405Z	33	33	everyone wants to win the lottery	everyone wants to win the lottery	[E, V, E, R, everyone, W, A, N, wants, T, to, W, I, N, win, T, the, L, O, T, T, lottery, ⏎]
jessica24	7.52	0.63	41500	12	0	1.00	0	2015-06-10T13:41:46.661Z	26	26	one of the poorest nations	one of the poorest nations	[O, one, O, of, T, the, P, O, O, poorest, N, nations, ⏎]
jessica24	5.14	0.43	65346	22	2	1.00	0	2015-06-10T13:42:29.237Z	28	28	sent this by registered mail	sent this by registered mail	[S, E, M, ⌫, N, T, sent, S, ⌫, T, this, B, Y, ⌴, R, E, G, I, S, registered, M, A, I, L, ⏎]
jessica24	6.46	0.54	63197	24	2	1.00	0	2015-06-10T13:43:35.745Z	34	34	careless driving results in a fine	careless driving results in a fine	[C, A, R, D, ⌫, E, L, careless, D, R, I, driving, R, E, S, results, I, in, A, a, G, ⌫, F, I, N, fine, ⏎]
jessica24	8.15	0.68	45632	18	1	1.00	0	2015-06-10T13:44:40.127Z	31	31	the postal service is very slow	the postal service is very slow	[S, ⌫, T, the, P, O, S, T, postal, S, E, service, I, is, V, very, S, L, slow, ⏎]
jessica24	6.35	0.53	54829	23	4	1.00	0	2015-06-10T13:45:26.562Z	29	29	video camera with a zoom lens	video camera with a zoom lens	[V, I, D, video, C, A, M, camera, W, with, A, a, Z, O, O, M, zoomed, ⌫, ⌫, ⌫, L, ⌫, ⌴, L, E, N, S, ⏎]
jessica24	4.81	0.40	44923	14	3	1.00	0	2015-06-10T13:46:22.118Z	18	18	the cotton is high	the cotton is high	[T, the, C, O, T, cot, T, ⌫, ⌫, cotton, I, is, H, H, ⌫, I, high, ⏎]
jessica24	5.29	0.44	61289	19	1	1.00	0	2015-06-10T13:47:08.163Z	27	27	the store will close at ten	the store will close at ten	[T, H, the, S, T, O, S, ⌫, R, store, W, will, C, L, close, A, at, T, E, ten, ⏎]
jessica24	6.88	0.57	57563	21	0	1.00	0	2015-06-10T13:48:10.541Z	33	33	raindrops keep falling on my head	raindrops keep falling on my head	[R, A, I, N, D, raindrops, K, E, keep, F, A, L, falling, O, on, M, my, H, E, A, head, ⏎]
jessica24	8.60	0.72	40456	20	0	1.00	0	2015-06-10T13:49:09.024Z	29	29	do you like to shop on Sunday	do you like to shop on Sunday	[D, do, Y, O, you, L, like, T, to, S, H, O, P, shop, O, on, S, U, N, Sunday, ⏎]
jessica24	7.10	0.59	35483	15	1	1.00	0	2015-06-10T13:49:50.574Z	21	21	he called seven times	he called seven times	[H, E, he, C, A, call, ⌫, called, S, E, V, seven, T, I, M, times, ⏎]
jessica24	4.31	0.36	83568	27	10	1.00	0	2015-06-10T13:50:26.940Z	30	30	I can still feel your presence	i can still feel your presence	[I, A, ⌫, ⌴, i can, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, C, A, N, S, T, ⌫, ⌫, ⌴, S, T, I, still, F, D, ⌫, E, E, feel, Y, your, P, R, E, S, E, presence, ⏎]
jessica24	7.50	0.63	41591	17	2	1.00	0	2015-06-10T13:51:51.466Z	26	26	no exchange without a bill	no exchange without a bill	[N, O, no, E, Y, ⌫, X, C, exchange, W, with, ⌫, without, A, a, B, I, L, bill, ⏎]
jessica24	7.40	0.62	45404	18	1	1.00	0	2015-06-10T13:52:33.789Z	28	28	elephants are afraid of mice	elephants are afraid of mice	[E, M, ⌫, L, E, P, elephants, A, R, are, A, F, afraid, O, of, M, I, C, mice, ⏎]
kuan-ting23	5.35	0.45	64994	15	1	1.00	0	2015-06-11T07:46:33.529Z	29	29	the objective of the exercise	the objective of the exercise	[T, the, O, B, J, objective, O, of, T, G, ⌫, H, the, E, X, exercise, ⏎]
kuan-ting23	3.70	0.31	119994	26	10	1.00	0	2015-06-11T07:47:41.124Z	37	37	the chamber makes important decisions	the chamber makes important decisions	[T, the, C, H, A, M, chamber, M, A, make, ⌫, makes, I, ⌫, ⌫, I, ⌫, ⌴, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, M, A, K, makes, I, M, important, D, E, C, I, decisions, ⏎]
kuan-ting23	2.90	0.24	8288	2	0	0.07	27	2015-06-11T07:49:42.383Z	29	2	head shoulders knees and toes	he	[H, E, ⏎]
kuan-ting23	3.66	0.31	91744	21	6	1.00	0	2015-06-11T07:50:02.091Z	28	28	sent this by registered mail	sent this by registered mail	[S, E, N, T, ⌴, T, H, this, B, Y, ⌴, R, E, G, I, registered, M, A, machine, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, I, L, ⏎]
kuan-ting23	7.56	0.63	42829	20	0	1.00	0	2015-06-11T07:51:35.008Z	27	27	the assault took six months	the assault took six months	[T, H, the, A, S, S, A, assault, T, O, O, took, S, I, X, ⌴, M, O, N, months, ⏎]
kuan-ting23	5.70	0.47	71608	25	2	1.00	0	2015-06-11T07:52:18.901Z	34	34	would you like to come to my house	would you like to come to my house	[X, ⌫, W, O, U, would, Y, O, U, ⌴, L, I, like, T, to, C, O, come, T, to, M, my, H, O, V, ⌫, house, ⏎]
kuan-ting23	5.00	0.42	79190	24	5	1.00	0	2015-06-11T07:53:31.798Z	33	33	sharp cheese keeps the mind sharp	sharp cheese keeps the mind sharp	[S, H, A, sharp, C, H, E, E, cheese, K, E, E, keeps, T, H, the, M, H, ⌫, I, I, ⌫, mind, S, H, sharply, ⌫, ⌫, ⌫, ⏎]
kuan-ting23	4.36	0.36	60583	20	4	1.00	0	2015-06-11T07:54:52.654Z	22	22	make my day you sucker	make my day you sucker	[M, A, make, M, Y, my, D, A, day, Y, O, you, S, U, sum, ⌫, C, K, ⌫, ⌫, ⌫, C, K, sucker, ⏎]
kuan-ting23	5.13	0.43	67862	22	1	1.00	0	2015-06-11T07:55:54.073Z	29	29	parking lot is full of trucks	parking lot is full of trucks	[P, A, R, K, I, parking, L, O, T, lot, I, is, F, U, full, of, T, R, C, ⌫, U, C, trucks, ⏎]
kuan-ting23	8.50	0.71	42363	16	1	1.00	0	2015-06-11T07:57:02.984Z	30	30	question that must be answered	question that must be answered	[Q, U, E, question, T, H, that, M, U, must, B, be, a, ⌫, N, S, answered, ⏎]
